Time,Temp,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
11994.621,30.1,0.2927,0.2935,0.0981,0.2707,0.2702,0.1482,0.322,0.2236,0.2451,0.2492,0.283,0.095,0.3156,0.0975,0.2807,0.2424,0.1114,0.2902,0.2851,0.0984,0.1461,0.2672,0.1156,0.1006,0.2421,0.3122,0.2785,0.2272,0.204,0.2491,0.0984,0.1018,0.2788,0.2037,0.128,0.0984,0.2534,0.2656,0.1381,0.3071,0.2573,0.2985,0.1781,0.3214,0.2207,0.1383,0.2584,0.1019,0.1586,0.3075,0.2974,0.262,0.2042,0.1618,0.2684,0.2903,0.1277,0.2885,0.0989,0.0934,0.2128,0.1349,0.2868,0.2987,0.3118,0.3068,0.3006,0.3104,0.2671,0.1389,0.0935,0.0932,0.1378,0.093,0.3455,0.2022,0.1239,0.2322,0.2811,0.2958,0.137,0.299,0.0933,0.0907,0.3101,0.1151,0.1206,0.2806,0.3092,0.3173,0.2312,0.2746,0.1267,0.1816,0.0937,0.0898
13194.54,30,0.3207,0.3212,0.0981,0.2973,0.2952,0.1518,0.3592,0.2428,0.2675,0.2694,0.3092,0.0952,0.3507,0.0979,0.3061,0.2634,0.1123,0.3165,0.3123,0.0985,0.1489,0.2895,0.1166,0.1015,0.261,0.3441,0.3021,0.2453,0.2192,0.2685,0.0984,0.1018,0.3024,0.2195,0.13,0.0984,0.2746,0.2908,0.1415,0.3381,0.2776,0.3284,0.1902,0.3552,0.2363,0.1413,0.2807,0.1014,0.1629,0.3401,0.3262,0.2854,0.2208,0.1794,0.2935,0.3175,0.1295,0.3141,0.0983,0.0925,0.2272,0.1366,0.3133,0.3281,0.3449,0.3375,0.3302,0.3397,0.2911,0.1408,0.0928,0.0927,0.1407,0.0922,0.3745,0.2159,0.1261,0.2492,0.3062,0.3229,0.1399,0.3293,0.0931,0.091,0.3437,0.116,0.1225,0.305,0.3389,0.3504,0.2514,0.301,0.1287,0.1931,0.0933,0.0898
14394.473,30.1,0.3551,0.3532,0.0977,0.3274,0.3253,0.1548,0.395,0.2633,0.2916,0.2914,0.3399,0.095,0.3873,0.0973,0.3339,0.2863,0.1127,0.3472,0.3439,0.0982,0.1518,0.3148,0.1173,0.0995,0.2808,0.3787,0.3277,0.2666,0.2352,0.2885,0.0977,0.1007,0.3266,0.2357,0.1312,0.0974,0.2982,0.317,0.143,0.3726,0.2974,0.3621,0.2022,0.3914,0.2521,0.1432,0.3033,0.1,0.1696,0.3743,0.356,0.3096,0.2355,0.1684,0.3186,0.347,0.1293,0.3432,0.096,0.09,0.2423,0.1387,0.343,0.3596,0.3828,0.3726,0.365,0.3735,0.3199,0.1419,0.0921,0.0917,0.1428,0.0916,0.4132,0.2309,0.1277,0.2675,0.3331,0.3549,0.1431,0.3631,0.0924,0.0906,0.3805,0.1183,0.1244,0.3323,0.3733,0.387,0.2725,0.3298,0.13,0.2051,0.0934,0.0897
15594.369,30,0.392,0.3883,0.0973,0.3607,0.3597,0.1589,0.4359,0.2871,0.3204,0.316,0.3714,0.0948,0.4255,0.097,0.3661,0.3127,0.1137,0.3803,0.379,0.0979,0.155,0.3444,0.1185,0.0991,0.3024,0.4174,0.3565,0.2896,0.2537,0.3118,0.0974,0.1001,0.355,0.2533,0.1322,0.0969,0.3242,0.3486,0.1454,0.4096,0.3205,0.3972,0.2162,0.4306,0.2686,0.1449,0.3304,0.0997,0.1699,0.4132,0.3889,0.3403,0.255,0.172,0.3522,0.3828,0.1309,0.3778,0.0954,0.0895,0.2603,0.1418,0.3767,0.3964,0.4232,0.4088,0.4018,0.4097,0.3521,0.1456,0.0918,0.0904,0.1473,0.0912,0.4574,0.2475,0.1297,0.2874,0.3662,0.3891,0.1465,0.4001,0.0917,0.0906,0.4197,0.1198,0.1267,0.361,0.4101,0.4259,0.2966,0.3623,0.1327,0.2185,0.093,0.0893
16794.307,30.1,0.4312,0.4263,0.0972,0.3988,0.3972,0.1631,0.477,0.315,0.3536,0.3441,0.4059,0.0947,0.4688,0.0971,0.4006,0.3442,0.1147,0.4167,0.4169,0.0978,0.1586,0.3765,0.1197,0.0988,0.3262,0.4609,0.3893,0.3161,0.2753,0.3382,0.0976,0.1004,0.3877,0.2768,0.1348,0.0971,0.3585,0.3865,0.1503,0.4507,0.3505,0.4389,0.2353,0.4743,0.29,0.1495,0.3646,0.0998,0.1776,0.4579,0.4293,0.378,0.2784,0.1792,0.3885,0.4228,0.135,0.4141,0.0961,0.0902,0.2819,0.1452,0.4109,0.4373,0.4657,0.4488,0.4416,0.4498,0.3877,0.1492,0.0916,0.0898,0.1521,0.091,0.5025,0.2675,0.1323,0.3093,0.4018,0.4258,0.1501,0.4406,0.0914,0.0907,0.4592,0.1212,0.1288,0.3941,0.4492,0.4681,0.3233,0.4008,0.1372,0.2334,0.0928,0.0894
17994.222,30.1,0.4727,0.4662,0.0973,0.4387,0.4367,0.1678,0.5226,0.3457,0.3916,0.3759,0.4444,0.0952,0.5126,0.0973,0.4382,0.3801,0.1159,0.4571,0.4575,0.0982,0.1637,0.4112,0.1216,0.0992,0.3543,0.505,0.423,0.3468,0.2997,0.3687,0.0982,0.1008,0.4234,0.3022,0.1377,0.0979,0.3948,0.4276,0.1554,0.4941,0.3828,0.4826,0.2558,0.5205,0.3122,0.1538,0.4008,0.1,0.1833,0.5039,0.4697,0.4199,0.3052,0.186,0.4285,0.4641,0.1382,0.4542,0.0968,0.0911,0.3054,0.1492,0.4504,0.48,0.5107,0.4915,0.4815,0.4928,0.4259,0.1538,0.0915,0.0911,0.1568,0.0908,0.5481,0.2885,0.1351,0.3354,0.4403,0.4669,0.1542,0.482,0.0912,0.0908,0.5019,0.1243,0.1319,0.4305,0.4903,0.5109,0.3562,0.4413,0.1392,0.2503,0.0929,0.0893
19194.163,30,0.518,0.5094,0.0972,0.4818,0.4794,0.1725,0.5692,0.3791,0.4315,0.4107,0.4864,0.095,0.5612,0.0974,0.4794,0.4164,0.1193,0.5002,0.4982,0.0981,0.1674,0.4492,0.1229,0.0989,0.3846,0.5486,0.458,0.3816,0.3257,0.4003,0.0981,0.1005,0.4613,0.3301,0.1394,0.0974,0.4345,0.4705,0.1614,0.5386,0.4172,0.5264,0.2786,0.5672,0.3377,0.1581,0.4374,0.0996,0.1878,0.5509,0.5139,0.4637,0.3332,0.1931,0.4701,0.5059,0.1422,0.4955,0.0979,0.0923,0.3311,0.154,0.491,0.5251,0.5584,0.5387,0.5294,0.538,0.4649,0.1592,0.0917,0.091,0.1621,0.0913,0.5943,0.3105,0.1385,0.362,0.4814,0.5087,0.158,0.5257,0.091,0.0906,0.5498,0.127,0.1342,0.4687,0.5386,0.5577,0.3912,0.4861,0.1432,0.2688,0.0929,0.0893
20394.079,30.1,0.5654,0.5562,0.0967,0.5256,0.5245,0.1774,0.6187,0.4153,0.4718,0.4483,0.5293,0.0947,0.6127,0.0969,0.5217,0.4556,0.1225,0.5443,0.5427,0.0977,0.1713,0.4887,0.1473,0.0982,0.4169,0.596,0.4977,0.4176,0.3569,0.4351,0.0975,0.0995,0.4973,0.3604,0.1417,0.0968,0.4723,0.5123,0.1628,0.5855,0.4491,0.5716,0.3015,0.6179,0.3641,0.1616,0.4756,0.1021,0.1936,0.6,0.5603,0.5071,0.3635,0.1975,0.5134,0.5524,0.1431,0.5417,0.0957,0.0899,0.3583,0.1567,0.5367,0.5732,0.6065,0.5858,0.5762,0.5855,0.5068,0.1617,0.0913,0.0908,0.1668,0.0908,0.6436,0.3363,0.1407,0.393,0.5249,0.5538,0.1623,0.572,0.0906,0.0906,0.5986,0.1286,0.1373,0.5133,0.5855,0.6059,0.4268,0.5317,0.1464,0.2895,0.0923,0.0892
21593.998,30,0.6171,0.6078,0.0968,0.5727,0.5737,0.1831,0.6694,0.4551,0.5165,0.4861,0.5757,0.095,0.6619,0.0971,0.5687,0.4966,0.1251,0.5913,0.5897,0.0979,0.1874,0.5327,0.1264,0.0979,0.4519,0.6465,0.5405,0.457,0.3912,0.4712,0.0977,0.0997,0.5405,0.3955,0.1445,0.0971,0.5159,0.5574,0.1699,0.637,0.4879,0.6222,0.3306,0.6696,0.3951,0.1655,0.5188,0.0991,0.2027,0.6534,0.6109,0.5554,0.4001,0.2054,0.5603,0.599,0.1474,0.5892,0.0972,0.0914,0.3893,0.1617,0.5816,0.6237,0.6586,0.6383,0.626,0.6357,0.5511,0.1671,0.0912,0.0911,0.1722,0.0908,0.6957,0.3644,0.1441,0.424,0.5684,0.6006,0.167,0.6206,0.0904,0.0907,0.6484,0.1317,0.1401,0.5567,0.6371,0.6584,0.4657,0.579,0.1497,0.3113,0.0918,0.0891
22793.923,30.1,0.6716,0.6576,0.0962,0.6251,0.6262,0.1889,0.721,0.4994,0.5636,0.5268,0.6231,0.0949,0.7147,0.097,0.6167,0.5417,0.1204,0.6392,0.64,0.0977,0.1812,0.5782,0.1281,0.0982,0.4874,0.6976,0.5814,0.4994,0.4276,0.5095,0.098,0.0995,0.5831,0.4323,0.1495,0.0971,0.5618,0.6076,0.1732,0.6862,0.5263,0.672,0.36,0.7215,0.4279,0.1705,0.5643,0.0988,0.2093,0.7078,0.6611,0.6051,0.436,0.2131,0.6114,0.6481,0.1514,0.6367,0.0972,0.0919,0.4228,0.1669,0.6306,0.6761,0.7103,0.6892,0.6762,0.6889,0.5986,0.1721,0.0913,0.0905,0.1777,0.0912,0.7472,0.3951,0.1478,0.4596,0.6182,0.6508,0.1717,0.6694,0.0903,0.0906,0.6989,0.1346,0.1429,0.5994,0.6854,0.7068,0.5078,0.6304,0.1541,0.3368,0.0916,0.089
23993.844,30,0.7228,0.7061,0.0959,0.6769,0.6771,0.1949,0.7702,0.5424,0.6111,0.5692,0.6711,0.0948,0.7667,0.0968,0.6649,0.5873,0.1215,0.6912,0.6868,0.0973,0.188,0.6267,0.1299,0.0977,0.5248,0.7504,0.6262,0.5451,0.4667,0.5501,0.0975,0.099,0.6284,0.4712,0.1496,0.0966,0.6091,0.6565,0.1772,0.7352,0.5678,0.7214,0.3914,0.7741,0.4613,0.1749,0.6094,0.0987,0.2156,0.7609,0.7133,0.6533,0.4758,0.2194,0.6614,0.7016,0.1532,0.6883,0.0955,0.09,0.4576,0.171,0.6801,0.728,0.7642,0.741,0.7288,0.7381,0.6434,0.1761,0.0909,0.0906,0.1828,0.0904,0.7974,0.427,0.1504,0.494,0.6653,0.7001,0.1766,0.7191,0.0899,0.0902,0.7467,0.1382,0.1457,0.646,0.7391,0.7584,0.5517,0.6838,0.159,0.363,0.0914,0.089
25193.749,30.1,0.7732,0.757,0.0957,0.729,0.7296,0.2017,0.8214,0.5903,0.662,0.6128,0.7222,0.0948,0.8186,0.097,0.7145,0.6364,0.124,0.7407,0.7345,0.0974,0.1929,0.6742,0.1318,0.0978,0.5652,0.8014,0.6723,0.5918,0.508,0.5926,0.0978,0.0991,0.6729,0.5127,0.1541,0.0966,0.662,0.7073,0.1836,0.7897,0.6128,0.7728,0.4277,0.8261,0.4998,0.1809,0.6597,0.0993,0.2245,0.8141,0.7649,0.706,0.519,0.2317,0.7142,0.7522,0.1592,0.7384,0.0966,0.0916,0.4938,0.1771,0.7302,0.7826,0.8142,0.7909,0.7799,0.789,0.6906,0.1821,0.0911,0.0913,0.1891,0.0907,0.8479,0.4643,0.155,0.5312,0.7165,0.7533,0.1819,0.766,0.0898,0.0901,0.7927,0.1413,0.1497,0.6949,0.7871,0.8035,0.5982,0.7383,0.1663,0.3922,0.0908,0.0887
26393.687,30.1,0.8256,0.8068,0.0956,0.7815,0.7815,0.2092,0.8675,0.637,0.7116,0.6591,0.771,0.0942,0.8634,0.0967,0.765,0.6869,0.125,0.79,0.7817,0.0971,0.1987,0.7228,0.1337,0.0973,0.6066,0.85,0.7167,0.639,0.5505,0.6352,0.0974,0.0983,0.7167,0.5573,0.1569,0.0957,0.7103,0.7582,0.1894,0.8385,0.6564,0.8227,0.4645,0.8727,0.5363,0.186,0.7081,0.0984,0.2333,0.8614,0.8128,0.7573,0.5609,0.2389,0.7655,0.8027,0.162,0.7901,0.0955,0.0906,0.5334,0.1822,0.7801,0.8311,0.8671,0.8413,0.8286,0.8399,0.735,0.186,0.0901,0.0902,0.1958,0.0905,0.8966,0.5015,0.1583,0.5682,0.7648,0.8025,0.1878,0.8149,0.0895,0.09,0.8392,0.1448,0.1533,0.746,0.8362,0.8522,0.6475,0.7908,0.1675,0.4244,0.0909,0.0886
27593.621,30.1,0.873,0.8559,0.0954,0.8315,0.8321,0.217,0.9123,0.6859,0.7619,0.7053,0.8168,0.0941,0.9094,0.097,0.8133,0.739,0.1325,0.8359,0.8267,0.0968,0.212,0.7704,0.136,0.0972,0.6484,0.8951,0.7614,0.6883,0.5978,0.6799,0.0972,0.0981,0.7621,0.6025,0.1587,0.0953,0.7632,0.8104,0.1952,0.8836,0.6997,0.8742,0.5032,0.9215,0.5746,0.1921,0.7551,0.1001,0.243,0.9076,0.8601,0.8117,0.6075,0.2479,0.8187,0.8508,0.1685,0.8384,0.0949,0.09,0.5731,0.1887,0.8309,0.8814,0.9128,0.8878,0.8769,0.8884,0.7804,0.1916,0.0899,0.0916,0.2022,0.0901,0.9435,0.5418,0.1621,0.608,0.8166,0.8511,0.1938,0.8614,0.0894,0.0898,0.885,0.1488,0.1572,0.7921,0.8826,0.8967,0.6958,0.8432,0.1736,0.4596,0.0906,0.089
28793.528,30,0.9171,0.9029,0.0953,0.8815,0.8799,0.2257,0.9529,0.7343,0.8108,0.7506,0.8626,0.0937,0.9536,0.0966,0.8609,0.7876,0.1295,0.8796,0.8697,0.0968,0.2237,0.818,0.1383,0.0968,0.6896,0.9375,0.8064,0.7385,0.6459,0.7224,0.0971,0.0979,0.8048,0.6504,0.1622,0.0949,0.8097,0.8564,0.2017,0.9223,0.749,0.9189,0.5451,0.9654,0.6128,0.1988,0.8025,0.0995,0.2524,0.9534,0.9057,0.8611,0.6562,0.2581,0.865,0.896,0.1694,0.8858,0.0943,0.089,0.6131,0.1951,0.8764,0.9261,0.9578,0.9328,0.9223,0.9363,0.8246,0.1972,0.09,0.0912,0.2099,0.09,0.9875,0.5824,0.1665,0.6473,0.8627,0.8979,0.2001,0.9034,0.0891,0.0894,0.9285,0.1522,0.1664,0.841,0.9267,0.9387,0.7435,0.8934,0.1798,0.4953,0.0905,0.0885
29993.449,30,0.9619,0.9466,0.0951,0.9253,0.9253,0.2347,0.9969,0.7837,0.8587,0.7978,0.9053,0.0936,0.9959,0.0961,0.9062,0.8378,0.1303,0.9229,0.9116,0.0969,0.2203,0.8641,0.1411,0.0966,0.733,0.9794,0.8471,0.7893,0.6931,0.7664,0.0972,0.0973,0.8503,0.6994,0.1669,0.0949,0.8592,0.9001,0.2091,0.9651,0.7945,0.962,0.588,1.0102,0.6564,0.2087,0.8519,0.0984,0.2644,0.9959,0.9477,0.9068,0.7037,0.2697,0.91,0.9397,0.1755,0.9298,0.0938,0.0888,0.6545,0.2028,0.9222,0.9707,1.0033,0.9749,0.9648,0.9796,0.8651,0.203,0.0899,0.091,0.2184,0.0901,1.0304,0.6239,0.1708,0.6904,0.9119,0.9419,0.2071,0.9471,0.089,0.0899,0.9689,0.1564,0.1647,0.8863,0.9704,0.9787,0.7907,0.9427,0.1851,0.5313,0.0902,0.0886
31193.398,30,1.0029,0.9906,0.0954,0.9712,0.9688,0.2447,1.039,0.8309,0.9028,0.8434,0.9465,0.0939,1.0366,0.0966,0.9494,0.8821,0.1331,0.9644,0.9538,0.097,0.2373,0.9107,0.151,0.097,0.7775,1.0216,0.8884,0.8373,0.7402,0.8079,0.0975,0.0975,0.8939,0.7501,0.1701,0.095,0.9032,0.942,0.2172,1.0089,0.837,1.0045,0.6335,1.0519,0.6991,0.2123,0.8997,0.0999,0.2759,1.0389,0.9925,0.9547,0.7517,0.2832,0.9558,0.9826,0.1802,0.9733,0.0944,0.0897,0.6987,0.2103,0.9656,1.0155,1.0449,1.0207,1.0077,1.0212,0.9045,0.2111,0.0899,0.0903,0.2267,0.09,1.0716,0.666,0.1754,0.7313,0.9561,0.9861,0.2145,0.9894,0.0892,0.0899,1.012,0.1615,0.1696,0.9342,1.0141,1.021,0.8381,0.9888,0.1923,0.5704,0.0902,0.0887
32393.309,30,1.0492,1.0338,0.0954,1.0116,1.0137,0.2561,1.0771,0.8747,0.9495,0.8858,0.9914,0.0942,1.0823,0.0972,0.993,0.9257,0.1351,1.0064,0.9941,0.097,0.2643,0.9512,0.1474,0.0971,0.8198,1.0653,0.9265,0.8839,0.7897,0.8529,0.0975,0.0975,0.9344,0.798,0.177,0.095,0.9481,0.9857,0.2264,1.0519,0.8795,1.0468,0.6765,1.0935,0.7395,0.2214,0.9414,0.0981,0.2912,1.0822,1.034,0.9957,0.7992,0.2969,0.9993,1.0285,0.1871,1.0168,0.0956,0.0911,0.7425,0.2194,1.01,1.0614,1.0887,1.0647,1.0528,1.0631,0.9472,0.2195,0.0903,0.0903,0.237,0.0902,1.1161,0.7109,0.1814,0.7732,0.9985,1.0308,0.2222,1.03,0.089,0.0899,1.0506,0.1669,0.174,0.9778,1.0546,1.0615,0.8833,1.0333,0.1992,0.6093,0.0899,0.0889
